part_id,lot_id,parameter,value_0h,value_24h,value_96h,value_168h,datasheet_limit,ground_truth_defective
P_001_031,LOT_001,leakage_current,39.498386338693166,40.08304546099257,40.51726719021383,41.2241727652218,50,True
P_001_032,LOT_001,leakage_current,11.332581374084976,12.998724450804191,14.086480246426266,14.417545611254113,50,False
P_001_033,LOT_001,leakage_current,8.357276861359036,9.441657323077841,9.62294142031547,9.837557921166784,50,False
P_001_034,LOT_001,leakage_current,8.992312334494372,10.249478119618143,11.082824599434332,11.269153010433069,50,False
P_001_035,LOT_001,leakage_current,44.77610924220988,45.85721435222434,46.71160457298812,47.10204110647719,50,True
P_001_036,LOT_001,leakage_current,10.23989050531872,11.249352035595008,11.998121092131509,12.129503644668416,50,False
P_001_037,LOT_001,leakage_current,10.76991527654976,12.521162692152839,13.66392619212202,13.734466733463448,50,False
P_001_038,LOT_001,leakage_current,13.278731689695183,15.038834640027154,15.865649924054493,16.13348994902561,50,False
P_001_039,LOT_001,leakage_current,8.491038801299359,8.610746913997794,8.7800276619618,9.069416370274025,50,False
P_001_040,LOT_001,leakage_current,5.519968863347687,5.962564799823016,6.263819303255051,6.614163269540746,50,False
P_001_041,LOT_001,leakage_current,8.076794637018791,9.272748393095481,10.412685825131607,10.412918929691312,50,False
P_001_042,LOT_001,leakage_current,10.544238053731567,11.44542984693095,12.012317685178584,12.488903608689194,50,False
P_001_043,LOT_001,leakage_current,10.781367726996397,11.961769359543204,12.560947150592499,12.67025592488683,50,False
P_001_044,LOT_001,leakage_current,8.892673583304585,10.25188190567975,11.327766629585382,11.721795047106935,50,False
P_001_045,LOT_001,leakage_current,8.85094568756279,10.182718156954124,11.142555753198673,11.362601067924446,50,False
P_001_046,LOT_001,leakage_current,8.97216649880544,10.314878266702747,11.613061256917286,11.864164059297751,50,False
P_001_047,LOT_001,leakage_current,9.919655399429027,11.828102123828799,12.787910809568482,13.11518384952957,50,False
P_001_048,LOT_001,leakage_current,9.840382603390909,10.198416236905556,10.429882055053524,10.750341103306285,50,False
P_001_049,LOT_001,leakage_current,12.441045710410567,13.979178636372868,14.795086874474583,14.918110378481241,50,False
P_001_050,LOT_001,leakage_current,5.758146000900057,8.056994541967562,9.55947318903649,9.848029635025561,50,False
P_001_051,LOT_001,leakage_current,9.245215026717785,10.521482848750535,10.754690700552056,11.233590131505599,50,False
P_001_052,LOT_001,leakage_current,8.62529307061473,9.841985708511205,10.166591277912872,10.311070270835332,50,False
P_001_053,LOT_001,leakage_current,9.258882995623352,10.484541872739134,11.204234946397834,11.537582452436698,50,False
P_001_054,LOT_001,leakage_current,9.920508501428507,11.024788690609153,12.131110858433878,12.177828702706984,50,False
P_001_055,LOT_001,leakage_current,10.200254231949453,10.970619828689099,11.327842909951368,11.609659335858478,50,False
P_001_056,LOT_001,leakage_current,12.378636709700894,14.697493938596201,15.770788846350866,16.35960079667499,50,False
P_001_057,LOT_001,leakage_current,9.252158714329108,9.677676722211887,9.920663565389615,10.399604511949397,50,False
P_001_058,LOT_001,leakage_current,7.939124015899155,9.941690121983797,10.097129469174149,10.592039920900127,50,False
P_001_059,LOT_001,leakage_current,10.659139488558157,11.070737833080312,11.511942040029787,11.54601589531268,50,False
P_001_060,LOT_001,leakage_current,5.073745064550763,5.689399476715738,6.201269155027922,6.250583771047159,50,False
P_001_061,LOT_001,leakage_current,12.969861904224505,13.986045858582418,14.976946199559352,15.443472332647655,50,False
P_001_062,LOT_001,leakage_current,11.955315012437794,14.010251176452913,15.566377275416292,16.058648902049057,50,False
P_001_063,LOT_001,leakage_current,10.263717517009253,12.41594956862132,13.539678185119222,13.80107133160418,50,False
P_001_064,LOT_001,leakage_current,11.097767207054275,13.28297002046374,14.03828120096733,14.295178819007223,50,False
P_001_065,LOT_001,leakage_current,11.812154004326992,12.36381124092211,13.461769586387389,13.89504959529108,50,False
P_001_066,LOT_001,leakage_current,11.960151101733175,13.40582512949039,13.460225028146949,13.95223805826114,50,False
P_001_067,LOT_001,leakage_current,5.604221899819276,7.05131655697539,7.408201595709889,7.580953629469547,50,False
P_001_068,LOT_001,leakage_current,11.905754584947898,12.372130299095819,13.045031912252599,13.102588698704404,50,False
P_001_069,LOT_001,leakage_current,8.082184079576518,8.856204547447872,8.971929403384312,9.348087334836059,50,False
P_001_070,LOT_001,leakage_current,11.19944883430118,12.66980495191558,13.95590263100081,14.337863630507426,50,False
P_001_071,LOT_001,leakage_current,8.521469311771819,8.722444089509427,8.837117370665666,9.236105745919168,50,False
P_001_072,LOT_001,leakage_current,11.768890087802582,12.64976742518517,12.951662397866773,13.264709304448782,50,False
P_001_073,LOT_001,leakage_current,8.341607281529482,8.972667186188026,9.217540608482347,9.339520898211019,50,False
P_001_074,LOT_001,leakage_current,8.497194605600573,9.543835478318247,9.928012230005818,10.227389109577441,50,False
P_001_075,LOT_001,leakage_current,10.45936143074917,10.88957643246282,11.039586617442836,11.251173862514957,50,False
P_001_076,LOT_001,leakage_current,8.259235159518493,8.420378815192226,8.561091804240387,8.976275287123594,50,False
P_001_077,LOT_001,leakage_current,8.580236076908573,9.35901293990344,9.775646319762613,10.039805050558478,50,False
P_001_000,LOT_001,iddq,106.20978561188674,115.00060833846234,122.37439169658529,124.12775022819145,300,False
P_001_001,LOT_001,iddq,110.9897298789791,120.08010834053412,127.84035661533322,128.01517411475623,300,False
P_001_002,LOT_001,iddq,86.1097989950375,91.53944383465877,93.34564756295923,93.56109978425533,300,False
P_001_003,LOT_001,iddq,255.10756487541371,258.44517541801537,270.7206145598494,271.9987548222546,300,True
P_001_004,LOT_001,iddq,269.7217468041733,280.816101005599,290.34750549254557,297.0294939101965,300,True
P_001_005,LOT_001,iddq,73.70094610145718,79.10988368036456,85.32192617776886,87.88806027730587,300,False
P_001_006,LOT_001,iddq,97.31046213042964,108.49334683343699,116.68575055040537,118.26391930167398,300,False
P_001_007,LOT_001,iddq,104.84008746694585,121.21926430854789,132.99034589134808,136.91927384565503,300,False
P_001_008,LOT_001,iddq,95.23354145315628,106.32908129062083,123.99341185896766,124.29450001500466,300,False
P_001_009,LOT_001,iddq,106.14801897823769,109.86955785263855,121.94879204830683,124.14168443590057,300,False
P_001_010,LOT_001,iddq,78.328950924544,90.09240558656097,104.75598267672886,109.37685500051158,300,False
P_001_011,LOT_001,iddq,101.45322727168025,120.15626709448182,155.9996192551988,184.16301518999148,300,True
P_001_012,LOT_001,iddq,93.33563145645367,97.05926070194215,101.06390884835075,105.83760938546246,300,False
P_001_013,LOT_001,iddq,85.88449500283268,88.3388147952484,90.28933866850409,96.09508879324748,300,False
P_001_014,LOT_001,iddq,121.50130581488627,121.78610813634391,127.27397987735354,130.79440732575486,300,False
P_001_015,LOT_001,iddq,124.08209447164676,124.55109422411768,130.65153015254617,137.24915296351915,300,False
P_001_016,LOT_001,iddq,109.56132182163083,113.26834849973625,116.23651658827086,119.24055139834658,300,False
P_001_017,LOT_001,iddq,92.14308447338274,93.83766288089134,96.81908774497353,96.94099240050234,300,False
P_001_018,LOT_001,iddq,122.0690538897897,127.39152438702924,130.14859319943614,138.52899512933837,300,False
P_001_019,LOT_001,iddq,108.19438887664646,110.50673325732971,120.28677676509425,124.51325358732963,300,False
P_001_020,LOT_001,iddq,95.78573243125413,101.22705715680003,105.13393826733287,110.72257117211018,300,False
P_001_021,LOT_001,iddq,72.18851544989954,72.52666945682756,76.79567095383626,79.35781255702817,300,False
P_001_022,LOT_001,iddq,102.3376520836355,104.9443715079568,109.82145684092376,112.93850526047515,300,False
P_001_023,LOT_001,iddq,90.98197872469348,92.9616605318444,99.48744770746664,102.64083954577848,300,False
P_001_024,LOT_001,iddq,118.57152831989711,119.04997450475057,119.49468875315597,122.11276613291088,300,False
P_001_025,LOT_001,iddq,93.26166197867683,93.83040844936485,100.65687358217436,101.19863849926293,300,False
P_001_026,LOT_001,iddq,117.37974876808654,121.16018500491535,129.49507075425262,131.68181403947526,300,False
P_001_027,LOT_001,iddq,110.13274524126142,113.81918848752667,118.29858333507693,120.49500877483072,300,False
P_001_028,LOT_001,iddq,118.31385046088012,119.62434393582745,121.45906484294193,124.63725927088208,300,False
P_001_029,LOT_001,iddq,80.95594314955598,83.49446737754973,93.0730507029145,95.4809315829433,300,False
P_001_030,LOT_001,iddq,77.41447436515855,77.89385568794341,80.26356983354573,80.4813561373625,300,False
P_001_031,LOT_001,iddq,126.04554969587869,127.18984064366384,133.16813896615201,134.66143815914083,300,False
P_001_032,LOT_001,iddq,102.16910798634656,104.66944201471222,106.27399339003517,110.04826036703446,300,False
P_001_033,LOT_001,iddq,110.8729864058117,113.58311399402295,119.78319170311559,122.43336914927849,300,False
P_001_034,LOT_001,iddq,86.85786995254276,91.36549523757483,93.95583185557972,102.06967808768486,300,False
P_001_035,LOT_001,iddq,108.56299871211391,112.06590314762362,116.47711586625212,116.78468294836526,300,False
P_001_036,LOT_001,iddq,80.37897146868337,80.62124055526935,88.30719791490196,88.40282085790638,300,False
P_001_037,LOT_001,iddq,87.84729616022119,88.0332723116575,95.57681308159445,95.96984192047856,300,False
P_001_038,LOT_001,iddq,102.95555657739115,108.38606337348277,108.60696392221494,113.40877448401689,300,False
P_001_039,LOT_001,iddq,90.32405432630938,90.74382067789698,99.6953221714362,101.73064412558436,300,False
P_001_040,LOT_001,iddq,89.80856745128469,90.25774578563525,95.99669724291894,96.31345762187028,300,False
P_001_041,LOT_001,iddq,97.53431465443477,101.48995523850958,108.1590114464155,110.77240358209129,300,False
P_001_042,LOT_001,iddq,109.4072671458953,111.68877924064621,112.9546262300349,115.0234484472767,300,False
P_001_043,LOT_001,iddq,96.68029069994964,99.32189044440749,108.98317280368762,110.87125110590287,300,False
P_001_044,LOT_001,iddq,108.08513326531194,108.50142253124753,112.36171528901984,115.05689640283744,300,False
P_001_045,LOT_001,iddq,68.82639049573218,74.59200169399013,82.96368147899689,86.94184451989814,300,False
P_001_046,LOT_001,iddq,118.09622678625864,121.25343343685142,121.58328783615956,124.4749695062196,300,False
P_001_047,LOT_001,iddq,121.01647711603562,124.77170815987587,133.51861592579914,137.88228763090734,300,False
P_001_048,LOT_001,iddq,85.06852445508083,87.57817624197254,91.32491153604097,95.63194134281865,300,False
P_001_049,LOT_001,iddq,84.70370612257987,88.04688569221574,96.47555113691887,98.90174634254777,300,False
P_001_050,LOT_001,iddq,106.47482308877298,108.57265799687082,116.66657905127016,116.85477353489823,300,False
P_001_051,LOT_001,iddq,91.10073993033781,94.02369663040443,100.99509699320672,105.20784730774744,300,False
P_001_052,LOT_001,iddq,83.96924330257953,85.84847174464375,91.73154591879228,96.09671000453557,300,False
P_001_053,LOT_001,iddq,90.85245650845327,92.4464083777691,104.05711062699224,110.3152274041109,300,False
P_001_054,LOT_001,iddq,263.70324718726243,263.9071487007666,271.79581905994024,273.5199075229817,300,True
P_001_055,LOT_001,iddq,82.30474030254838,82.59697493347905,89.00519544311278,92.33985785531539,300,False
P_001_056,LOT_001,iddq,118.34060167824657,123.09579179708223,127.19954790205288,131.87118735183626,300,False
P_001_057,LOT_001,iddq,107.396559770279,110.80287701701114,115.88134274408141,119.93546218057324,300,False
P_001_058,LOT_001,iddq,112.01127410459321,114.92557560999492,122.08344230592456,123.25849338802567,300,False
P_001_059,LOT_001,iddq,105.95809313024232,108.12164235923942,114.51639641254378,117.6232184249926,300,False
P_001_060,LOT_001,iddq,106.01130256534417,109.30297374284159,110.75107957935894,116.44690293789716,300,False
P_001_061,LOT_001,iddq,99.3239696039876,106.49250898908282,111.4479107603898,116.3257142391585,300,False
P_001_062,LOT_001,iddq,94.05123471544127,98.5106628187094,100.97966736100932,107.90155523420292,300,False
P_001_063,LOT_001,iddq,105.52068649070083,107.68677875564602,113.48111440328982,113.98418537730971,300,False
P_001_064,LOT_001,iddq,114.66692846199862,116.88027081740823,119.93809168319024,123.59805217853416,300,False
P_001_065,LOT_001,iddq,69.38448514226332,69.80240896176329,78.57922182719648,82.11281791664857,300,False
P_001_066,LOT_001,iddq,98.39642984863795,99.09508330671821,101.19227756503977,102.42655913781904,300,False
P_001_067,LOT_001,iddq,112.9380961285331,118.66984017330218,120.96507109637801,124.93563035239289,300,False
P_001_068,LOT_001,iddq,89.98638812576537,91.48245477949406,97.64345811140912,98.91556394661194,300,False
P_001_069,LOT_001,iddq,123.33241280848108,124.36247620100377,129.73105060181217,133.52676713660264,300,False
P_001_070,LOT_001,iddq,108.70935719545838,109.81709248795202,117.24109062946245,120.68620874613738,300,False
P_001_071,LOT_001,iddq,123.02186911372286,123.22946647549689,125.14603789844617,130.27680468082272,300,False
P_001_072,LOT_001,iddq,90.80028615809172,91.09226169197858,95.55605888894766,98.18566712622882,300,False
P_001_073,LOT_001,iddq,90.81822663271237,91.7745933554123,92.6452471601412,92.84206516648621,300,False
P_001_074,LOT_001,iddq,99.25042502370307,104.37040471360206,116.44879179703918,119.57348812543142,300,False
P_001_075,LOT_001,iddq,100.29638554684284,102.99359072392942,114.47014500428362,121.96806442449271,300,True
P_001_076,LOT_001,iddq,114.09304683508924,114.75091200490941,117.06869963745741,117.45128992805218,300,False
P_001_077,LOT_001,iddq,101.60812700589898,101.8439070829161,103.62383009880543,104.18978936858016,300,False
P_001_000,LOT_001,prop_delay,8.75924454630607,9.306775530601136,9.474712198485632,9.607364191297867,10,True
P_001_001,LOT_001,prop_delay,4.5151462039573165,4.871450386925666,4.929236229428602,5.316916940737507,10,False
P_001_002,LOT_001,prop_delay,5.049677637720621,5.360518202830175,5.885134424719488,5.929802778321288,10,False
P_001_003,LOT_001,prop_delay,5.175452238187671,5.72120796790358,6.129794443292129,6.2478364136347055,10,False
P_001_004,LOT_001,prop_delay,5.196422293852879,5.570291120172237,6.242949589174786,6.328246994842793,10,False
P_001_005,LOT_001,prop_delay,4.946302493950261,5.300299811415604,6.029433715009398,6.161197103976969,10,False
P_001_006,LOT_001,prop_delay,4.711920158559372,5.1191906658623285,5.597540424372537,5.714416020706648,10,False
P_001_007,LOT_001,prop_delay,5.014402972233999,5.461674800856973,5.8493657200439735,6.09305906780388,10,False
P_001_008,LOT_001,prop_delay,4.440929978726007,4.829513655226514,5.384079414496136,5.402226173233212,10,False
P_001_009,LOT_001,prop_delay,5.476065292616355,5.853974178883648,6.151427993208322,6.360962769952524,10,False
P_001_010,LOT_001,prop_delay,4.902820989235237,5.29956705597937,5.945053399426931,6.159381362468185,10,False
P_001_011,LOT_001,prop_delay,5.484264969257785,5.916789395745748,6.55588376636316,6.748750428506994,10,False
P_001_012,LOT_001,prop_delay,4.832001730048043,5.238204453759539,5.7851719838738385,5.870867412397472,10,False
P_001_013,LOT_001,prop_delay,4.925042294256007,5.239542640717109,5.537691055699174,5.650519982467809,10,False
P_001_014,LOT_001,prop_delay,5.0629923047453715,5.548309676235258,5.914565923126042,6.29102767401738,10,False
P_001_015,LOT_001,prop_delay,4.517509722470949,5.016307878271137,5.51771717284975,5.594506723778536,10,False
P_001_016,LOT_001,prop_delay,5.563904469608007,5.856276138039632,6.353411560512411,6.562412363121488,10,False
P_001_017,LOT_001,prop_delay,5.459036723176575,5.895391834795444,6.4103844546868665,6.543442794571734,10,False
P_001_018,LOT_001,prop_delay,4.407190090996434,4.988144700659175,5.419085042741188,5.603063562284815,10,False
P_001_019,LOT_001,prop_delay,5.519601287594002,5.931494106256037,6.330339630905872,6.424710169852432,10,False
P_001_020,LOT_001,prop_delay,4.186104817856838,4.928115927754686,6.747806408834293,8.14808499544772,10,True
P_001_021,LOT_001,prop_delay,4.817866320865984,4.899692412854779,5.115587487034506,5.3290962528911106,10,False
P_001_022,LOT_001,prop_delay,5.761104108465961,5.767627025511484,5.94132181639156,6.084136712060312,10,False
P_001_023,LOT_001,prop_delay,4.362286396267761,4.653959147319653,5.02152598979049,5.275510004633172,10,False
P_001_024,LOT_001,prop_delay,5.480788575659846,5.673924047792206,5.893141958818231,5.951601718766689,10,False
P_001_025,LOT_001,prop_delay,5.3246253379651955,5.425047329412247,5.662294821071495,5.849233811077529,10,False
P_001_026,LOT_001,prop_delay,4.954669682206901,4.9583378566489476,5.222551124428685,5.316356374680232,10,False
P_001_027,LOT_001,prop_delay,4.517805455709344,4.589773852655854,4.702889531840673,4.910043924620162,10,False
P_001_028,LOT_001,prop_delay,5.459153936494256,5.566940945309724,5.662515855823467,5.844782021853509,10,False
P_001_029,LOT_001,prop_delay,3.9087148351371646,4.331111855047228,4.62594025166759,4.747754804962913,10,False
P_001_030,LOT_001,prop_delay,5.279429396891155,5.378130034996133,5.55592102373646,5.755042783603467,10,False
P_001_031,LOT_001,prop_delay,5.212045387089776,5.302005892001431,5.42340052313065,5.704036416524217,10,False
P_001_032,LOT_001,prop_delay,4.887116789673118,4.972141739922917,5.111426998360593,5.345327023535075,10,False
P_001_033,LOT_001,prop_delay,4.67836622519195,4.864924883562932,5.144594780366152,5.542810080376837,10,False
P_001_034,LOT_001,prop_delay,4.344344007232553,4.466919644817015,4.764435692678341,4.99577705076129,10,False
P_001_035,LOT_001,prop_delay,8.195380506837584,8.573438328456621,8.728014229479315,8.93295282748973,10,True
P_001_036,LOT_001,prop_delay,4.903302780030957,5.106460587396605,5.258585699217881,5.327789153357399,10,False
P_001_037,LOT_001,prop_delay,4.424657152876094,4.732281069239402,4.886844884820498,4.994366742635737,10,False
P_001_038,LOT_001,prop_delay,4.8234376048413345,5.014662338559792,5.280414153061976,5.319458090850142,10,False
P_001_039,LOT_001,prop_delay,5.126546233989226,5.390286860488961,5.624714073094012,5.791270358837201,10,False
P_001_040,LOT_001,prop_delay,4.975915730741768,5.103365995548009,5.289458580778395,5.538196587130607,10,False
P_001_041,LOT_001,prop_delay,4.247947369474271,4.345356941608227,4.66494935926781,4.823415962064116,10,False
P_001_042,LOT_001,prop_delay,5.288748637968848,5.431763448465087,5.54344742586986,5.776228422126543,10,False
P_001_043,LOT_001,prop_delay,8.93326840239566,9.051332105986456,9.275278913528862,9.496936547616748,10,True
P_001_044,LOT_001,prop_delay,5.4117895107194025,5.460090294016616,5.75996246318235,5.816347769033636,10,False
P_001_045,LOT_001,prop_delay,3.771430055712523,4.023679373103155,4.315324191330632,4.464494208096271,10,False
P_001_046,LOT_001,prop_delay,4.980534879068504,5.029743206036532,5.302920502469813,5.450009859181729,10,False
P_001_047,LOT_001,prop_delay,4.889145397416655,4.893833747242424,5.068252535442547,5.174745732437783,10,False
P_001_048,LOT_001,prop_delay,5.0837824468060795,5.214211043138616,5.640635693972177,5.7633420168636045,10,False
P_001_049,LOT_001,prop_delay,4.982362730153661,5.1403959843166165,5.32391449645522,5.385700699863996,10,False
P_001_050,LOT_001,prop_delay,4.691398705110457,4.716341007600148,4.725694988252997,4.839736939900151,10,False
P_001_051,LOT_001,prop_delay,4.379610212658367,4.393735563883559,4.597438438282929,4.70164952100128,10,False
P_001_052,LOT_001,prop_delay,4.759196583989499,4.892789334016998,5.052732504921494,5.239710603506675,10,False
P_001_053,LOT_001,prop_delay,3.9726564044106274,4.150505409138933,4.430419268667462,4.885060954763649,10,False
P_001_054,LOT_001,prop_delay,4.922592892744224,5.058969919951552,5.3545257037879646,5.595857141773881,10,True
P_001_055,LOT_001,prop_delay,4.652932197435052,4.756925345762641,4.807278256186729,4.893920341006461,10,False
P_001_056,LOT_001,prop_delay,4.323460605251867,4.718403436206987,4.9482738069630114,5.108293272840605,10,False
P_001_057,LOT_001,prop_delay,3.2696004420634623,3.7517343166650337,3.9285978015032272,3.9707768383136117,10,False
P_001_058,LOT_001,prop_delay,4.635182853683198,4.780724899260198,4.792503599620864,4.7995222874870365,10,False
P_001_059,LOT_001,prop_delay,5.983095075370955,6.109755891595231,6.206471759671699,6.263445735961332,10,False
P_001_060,LOT_001,prop_delay,3.9475430792480815,4.334072434473154,4.467989240891476,4.536587597903062,10,False
P_001_061,LOT_001,prop_delay,4.549707761246162,4.557549410154108,4.730695492793638,4.823238608077919,10,False
P_001_062,LOT_001,prop_delay,4.64746831557901,4.755846299991375,4.8010756870153655,4.930325012956264,10,False
P_001_063,LOT_001,prop_delay,4.785969591641415,5.19582310389653,5.541828291112077,5.587448312442687,10,False
P_001_064,LOT_001,prop_delay,5.195767974521797,5.303645629831876,5.3447314146614895,5.435200713589842,10,False
P_001_065,LOT_001,prop_delay,5.168217258975674,5.358063503713215,5.829296959843634,5.863999749579958,10,False
P_001_066,LOT_001,prop_delay,3.97733339958041,4.432103359664118,4.504116968623313,4.527692335046434,10,False
P_001_067,LOT_001,prop_delay,3.3310940115141157,3.722490282378761,4.159289703534785,4.443505502444442,10,False
P_001_068,LOT_001,prop_delay,4.864080704257813,5.291194836200591,5.447037230857081,5.46152642160722,10,False
P_001_069,LOT_001,prop_delay,4.299492022218936,4.625500819362542,4.84452019989007,5.147864418656582,10,False
P_001_070,LOT_001,prop_delay,5.32742619253204,5.431158840462877,5.450717239883792,5.453199191375828,10,False
P_001_071,LOT_001,prop_delay,4.525993178158134,4.701203072004301,5.047597252108372,5.440825770520242,10,False
P_001_072,LOT_001,prop_delay,5.59161488498918,5.615167968949742,5.621726234908972,5.737317937478289,10,False
P_001_073,LOT_001,prop_delay,4.895151316806004,4.9386644114965845,5.057323422215956,5.059834038281269,10,False
P_001_074,LOT_001,prop_delay,5.379568253583047,5.480855559024758,5.859102817623481,5.888636654632955,10,False
P_001_075,LOT_001,prop_delay,3.6496311791795555,3.974225014363365,4.306218529334617,4.411854659319682,10,False
P_001_076,LOT_001,prop_delay,6.0819549146087715,6.085139820834276,6.165926895295778,6.166943148071236,10,False
P_001_077,LOT_001,prop_delay,4.5823913271626004,4.587239966938862,4.69958251641667,4.764319427492851,10,False
P_002_000,LOT_002,leakage_current,9.948475949756993,12.053056972775973,13.132736926042783,13.26817709791463,50,False
P_002_001,LOT_002,leakage_current,10.55141558969133,10.815377545569847,10.962712021939202,11.376972669171295,50,False
P_002_002,LOT_002,leakage_current,9.632503709044816,11.265119555506338,11.875185293957363,12.108989809454137,50,False
P_002_003,LOT_002,leakage_current,8.565253303246664,10.50465712450481,11.22987439133078,11.666647818047503,50,False
P_002_004,LOT_002,leakage_current,10.793216845997376,11.26074691905641,12.429186044796408,12.843523820485231,50,False
P_002_005,LOT_002,leakage_current,13.202076017023385,14.2659056829638,14.602852927563795,14.920075104702567,50,False
P_002_006,LOT_002,leakage_current,11.51212974147339,13.268404467854912,14.451960353005836,14.581784950561602,50,False
P_002_007,LOT_002,leakage_current,9.729759141443596,10.6900460420125,11.725282344767546,11.851428807793301,50,False
P_002_008,LOT_002,leakage_current,8.968172793113984,9.815260575388347,10.500304959871361,10.721152365280227,50,False
P_002_009,LOT_002,leakage_current,10.63463606944282,11.662937490497004,12.248901576374818,12.452964692759638,50,False
P_002_010,LOT_002,leakage_current,11.317212998318974,13.986467248375332,18.949548819173277,21.766857897415633,50,True
P_002_011,LOT_002,leakage_current,12.018596624500848,12.145663969260848,12.534789690544242,12.978845567884017,50,False
P_002_012,LOT_002,leakage_current,9.980372085083568,10.45865134388368,11.082355511040037,11.47319673881514,50,False
P_002_013,LOT_002,leakage_current,9.646796876274394,9.771706118627147,10.833866242891059,11.649422529006923,50,False
P_002_014,LOT_002,leakage_current,14.126393566697606,14.4878438386892,15.709109244627511,16.278074049762512,50,False
P_002_015,LOT_002,leakage_current,44.94363115166384,45.468982508806064,45.50229491748754,45.62624282854918,50,True
P_002_016,LOT_002,leakage_current,10.2922706028986,10.495896080002261,10.958620446599335,11.28236101245888,50,False
P_002_017,LOT_002,leakage_current,8.389461554256812,8.641629557259837,9.512017569888252,10.13955386904231,50,False
P_002_018,LOT_002,leakage_current,10.723192590769925,11.507154129140373,11.876178302432457,12.809260716681463,50,False
P_002_019,LOT_002,leakage_current,11.985935794822499,12.4032403349978,13.064613569398327,13.303113306229287,50,False
P_002_020,LOT_002,leakage_current,8.221735552608903,8.673173338382414,9.743533985664216,10.107178473653688,50,False
P_002_021,LOT_002,leakage_current,9.120746808765377,9.268431071961837,9.822201580473388,10.369602141370255,50,False
P_002_022,LOT_002,leakage_current,10.455591797317265,10.835633214023686,11.444454843982609,11.93682733261795,50,False
P_002_023,LOT_002,leakage_current,9.82674405135836,10.137703900207432,11.34732613797188,12.037856621446942,50,False
P_002_024,LOT_002,leakage_current,9.53132983928779,9.886462223135252,10.614949461577147,11.271818335918367,50,False
